question_id,subgraph_type,template_id,template_structure
4409,statement_property,statement_property_2,(E pred F) prop ?value
12071,right-subgraph,1,E REF ?F . ?F RFG G
11264,,3,
24874,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
29103,center,1.2,?D RDE E
15598,left-subgraph,5,C RCD xD . xD RDE ?E
2951,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
4136,statement_property,statement_property_2,(E pred F) prop ?value
12644,right-subgraph,1,E REF ?F . ?F RFG G
10537,,2,
7095,statement_property,statement_property_2,(E pred F) prop ?value
23984,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
13374,right-subgraph,1,E REF ?F . ?F RFG G
29663,center,1.1,E REF ?F
10819,,2,
6903,statement_property,statement_property_2,(E pred F) prop ?value
21272,simple question left,2,<?S P O ; ?S InstanceOf Type>
24346,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
2576,rank,Rank1,"?E is_a Type, ?E pred Obj  value. MAX/MIN (value)"
22681,simple question right,1,<S P ?O ; ?O instanceOf Type>
1279,statement_property,Count_1,Count Obj (ent-pred-obj)
8223,statement_property,statement_property_1,(E pred ?Obj ) prop value
5441,statement_property,statement_property_1,(E pred ?Obj ) prop value
4429,statement_property,statement_property_2,(E pred F) prop ?value
21229,simple question left,2,<?S P O ; ?S InstanceOf Type>
762,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1 . ent-pred-obj2)
3817,statement_property,statement_property_1,(E pred ?Obj ) prop value
6045,statement_property,statement_property_1,(E pred ?Obj ) prop value
19728,simple question right,1,<S P ?O ; ?O instanceOf Type>
27686,center,1.1,E REF ?F
27482,center,1.1,E REF ?F
24487,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
10495,,2,
9966,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
18611,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
491,boolean one_hop right subgraph,1,Ask (ent-pred-obj)
22744,simple question right,1,<S P ?O ; ?O instanceOf Type>
30173,simple question left,2,<?S P O ; ?S InstanceOf Type>
5603,statement_property,statement_property_1,(E pred ?Obj ) prop value
9881,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
10307,,2,
21185,simple question right,1,<S P ?O ; ?O instanceOf Type>
15070,right-subgraph,2,E REF xF . xF RFG ?G
27018,center,1.1,E REF ?F
13552,right-subgraph,1,E REF ?F . ?F RFG G
16592,right-subgraph,2,E REF xF . xF RFG ?G
27554,center,1.1,E REF ?F
28730,center,1.2,?D RDE E
11364,,3,
2135,statement_property,Count_2,Count ent (ent-pred-obj)
27353,center,1.2,?D RDE E
1371,statement_property,Count_1,Count Obj (ent-pred-obj)
15063,left-subgraph,5,C RCD xD . xD RDE ?E
3731,statement_property,statement_property_2,(E pred F) prop ?value
5411,statement_property,statement_property_2,(E pred F) prop ?value
23983,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
25315,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
16402,right-subgraph,2,E REF xF . xF RFG ?G
13138,right-subgraph,1,E REF ?F . ?F RFG G
9068,statement_property,statement_property_1,(E pred ?Obj ) prop value
18224,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
21850,simple question left,2,<?S P O ; ?S InstanceOf Type>
14176,right-subgraph,1,E REF ?F . ?F RFG G
10555,,2,
19310,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
18111,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
22203,simple question left,2,<?S P O ; ?S InstanceOf Type>
29261,center,1.1,E REF ?F
5158,statement_property,statement_property_1,(E pred ?Obj ) prop value
161,boolean one_hop right subgraph,1,Ask (ent-pred-obj`)
6715,statement_property,statement_property_2,(E pred F) prop ?value
12752,right-subgraph,1,E REF ?F . ?F RFG G
2062,statement_property,Count_2,Count ent (ent-pred-obj)
4864,statement_property,statement_property_1,(E pred ?Obj ) prop value
17735,right-subgraph,2,E REF xF . xF RFG ?G
18551,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
26551,center,1.1,E REF ?F
13975,right-subgraph,1,E REF ?F . ?F RFG G
15375,right-subgraph,2,E REF xF . xF RFG ?G
16665,left-subgraph,5,C RCD xD . xD RDE ?E
21509,simple question right,1,<S P ?O ; ?O instanceOf Type>
28542,center,1.1,E REF ?F
16113,right-subgraph,2,E REF xF . xF RFG ?G
18957,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
10434,,2,
7165,statement_property,statement_property_1,(E pred ?Obj ) prop value
12565,right-subgraph,1,E REF ?F . ?F RFG G
77,boolean one_hop right subgraph,1,Ask (ent-pred-obj)
10839,,2,
12794,right-subgraph,1,E REF ?F . ?F RFG G
5342,statement_property,statement_property_2,(E pred F) prop ?value
4158,statement_property,statement_property_1,(E pred ?Obj ) prop value
27373,center,1.1,E REF ?F
7309,statement_property,statement_property_2,(E pred F) prop ?value
28799,center,1.1,E REF ?F
808,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1` . ent-pred-obj2)
12218,right-subgraph,1,E REF ?F . ?F RFG G
27102,center,1.1,E REF ?F
1596,statement_property,Count_1,Count Obj (ent-pred-obj)
13796,right-subgraph,1,E REF ?F . ?F RFG G
12444,right-subgraph,1,E REF ?F . ?F RFG G
26433,center,1.1,E REF ?F
8584,statement_property,statement_property_1,(E pred ?Obj ) prop value
17242,right-subgraph,2,E REF xF . xF RFG ?G
23227,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
18121,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
3372,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
3458,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
12360,right-subgraph,1,E REF ?F . ?F RFG G
20793,simple question right,1,<S P ?O ; ?O instanceOf Type>
15738,left-subgraph,5,C RCD xD . xD RDE ?E
11048,,3,
5649,statement_property,statement_property_1,(E pred ?Obj ) prop value
20059,simple question left,2,<?S P O ; ?S InstanceOf Type>
26497,center,1.1,E REF ?F
573,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1` . ent-pred-obj2)
7704,statement_property,statement_property_2,(E pred F) prop ?value
1181,statement_property,Count_1,Count Obj (ent-pred-obj)
10942,,2,
3620,statement_property,statement_property_2,(E pred F) prop ?value
23723,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
7829,statement_property,statement_property_1,(E pred ?Obj ) prop value
24741,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
8330,statement_property,statement_property_2,(E pred F) prop ?value
29805,simple question right,1,<S P ?O ; ?O instanceOf Type>
20558,simple question right,1,<S P ?O ; ?O instanceOf Type>
10456,,2,
16688,right-subgraph,2,E REF xF . xF RFG ?G
17362,left-subgraph,5,C RCD xD . xD RDE ?E
27788,center,1.1,E REF ?F
15647,right-subgraph,2,E REF xF . xF RFG ?G
12065,right-subgraph,1,E REF ?F . ?F RFG G
19932,simple question left,2,<?S P O ; ?S InstanceOf Type>
12067,right-subgraph,1,E REF ?F . ?F RFG G
29487,center,1.1,E REF ?F
5326,statement_property,statement_property_2,(E pred F) prop ?value
22190,simple question left,2,<?S P O ; ?S InstanceOf Type>
761,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1 . ent-pred-obj2)
23379,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
14633,right-subgraph,2,E REF xF . xF RFG ?G
21485,simple question left,2,<?S P O ; ?S InstanceOf Type>
10960,,2,
14703,left-subgraph,5,C RCD xD . xD RDE ?E
14851,left-subgraph,5,C RCD xD . xD RDE ?E
16840,right-subgraph,2,E REF xF . xF RFG ?G
24638,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
5723,statement_property,statement_property_2,(E pred F) prop ?value
23528,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
253,boolean one_hop right subgraph,1,Ask (ent-pred-obj`)
5734,statement_property,statement_property_2,(E pred F) prop ?value
15939,right-subgraph,2,E REF xF . xF RFG ?G
2540,rank,Rank1,"?E is_a Type, ?E pred Obj  value. MAX/MIN (value)"
7765,statement_property,statement_property_2,(E pred F) prop ?value
18186,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
17179,left-subgraph,5,C RCD xD . xD RDE ?E
25057,string matching type + relation contains word,3,<?S P O ; ?S instanceOf Type ; contains word >
2618,rank,Rank1,"?E is_a Type, ?E pred Obj  value. MAX/MIN (value)"
12480,right-subgraph,1,E REF ?F . ?F RFG G
6244,statement_property,statement_property_1,(E pred ?Obj ) prop value
29590,center,1.1,E REF ?F
10595,,2,
25963,center,1.1,E REF ?F
19510,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
4428,statement_property,statement_property_1,(E pred ?Obj ) prop value
17189,left-subgraph,5,C RCD xD . xD RDE ?E
12393,right-subgraph,1,E REF ?F . ?F RFG G
15331,right-subgraph,2,E REF xF . xF RFG ?G
8296,statement_property,statement_property_1,(E pred ?Obj ) prop value
1186,statement_property,Count_1,Count Obj (ent-pred-obj)
18135,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
3594,statement_property,statement_property_1,(E pred ?Obj ) prop value
9921,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
28347,center,1.1,E REF ?F
10892,,2,
23129,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
5166,statement_property,statement_property_1,(E pred ?Obj ) prop value
20097,simple question right,1,<S P ?O ; ?O instanceOf Type>
13131,right-subgraph,1,E REF ?F . ?F RFG G
20421,simple question left,2,<?S P O ; ?S InstanceOf Type>
28785,center,1.1,E REF ?F
17211,right-subgraph,2,E REF xF . xF RFG ?G
10702,,2,
22286,simple question left,2,<?S P O ; ?S InstanceOf Type>
1239,statement_property,Count_1,Count Obj (ent-pred-obj)
8294,statement_property,statement_property_1,(E pred ?Obj ) prop value
17630,right-subgraph,2,E REF xF . xF RFG ?G
9680,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
21247,simple question right,1,<S P ?O ; ?O instanceOf Type>
22660,simple question left,2,<?S P O ; ?S InstanceOf Type>
12231,right-subgraph,1,E REF ?F . ?F RFG G
15007,left-subgraph,5,C RCD xD . xD RDE ?E
20225,simple question right,1,<S P ?O ; ?O instanceOf Type>
27347,center,1.1,E REF ?F
6036,statement_property,statement_property_2,(E pred F) prop ?value
28529,center,1.1,E REF ?F
19065,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
12589,right-subgraph,1,E REF ?F . ?F RFG G
12112,right-subgraph,1,E REF ?F . ?F RFG G
3248,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
14847,right-subgraph,2,E REF xF . xF RFG ?G
22864,simple question left,2,<?S P O ; ?S InstanceOf Type>
5691,statement_property,statement_property_2,(E pred F) prop ?value
20064,simple question left,2,<?S P O ; ?S InstanceOf Type>
21027,simple question right,1,<S P ?O ; ?O instanceOf Type>
24084,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
18824,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
20484,simple question right,1,<S P ?O ; ?O instanceOf Type>
4772,statement_property,statement_property_2,(E pred F) prop ?value
6057,statement_property,statement_property_2,(E pred F) prop ?value
21782,simple question left,2,<?S P O ; ?S InstanceOf Type>
21167,simple question right,1,<S P ?O ; ?O instanceOf Type>
21200,simple question right,1,<S P ?O ; ?O instanceOf Type>
4135,statement_property,statement_property_1,(E pred ?Obj ) prop value
18791,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
19382,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
16140,left-subgraph,5,C RCD xD . xD RDE ?E
15429,right-subgraph,2,E REF xF . xF RFG ?G
6304,statement_property,statement_property_1,(E pred ?Obj ) prop value
11404,,3,
1956,statement_property,Count_2,Count ent (ent-pred-obj)
18925,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
9036,statement_property,statement_property_2,(E pred F) prop ?value
17805,left-subgraph,5,C RCD xD . xD RDE ?E
19173,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
11689,,3,
3883,statement_property,statement_property_2,(E pred F) prop ?value
3895,statement_property,statement_property_1,(E pred ?Obj ) prop value
27778,center,1.1,E REF ?F
11746,,3,
30072,simple question left,2,<?S P O ; ?S InstanceOf Type>
17149,left-subgraph,5,C RCD xD . xD RDE ?E
19801,simple question right,1,<S P ?O ; ?O instanceOf Type>
15637,left-subgraph,5,C RCD xD . xD RDE ?E
12457,right-subgraph,1,E REF ?F . ?F RFG G
20572,simple question right,1,<S P ?O ; ?O instanceOf Type>
7089,statement_property,statement_property_1,(E pred ?Obj ) prop value
11349,,3,
23937,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
29615,center,1.1,E REF ?F
22483,simple question left,2,<?S P O ; ?S InstanceOf Type>
16183,left-subgraph,5,C RCD xD . xD RDE ?E
24272,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
10370,,2,
13185,right-subgraph,1,E REF ?F . ?F RFG G
19131,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
20035,simple question left,2,<?S P O ; ?S InstanceOf Type>
24342,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
15622,left-subgraph,5,C RCD xD . xD RDE ?E
24109,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
26892,center,1.1,E REF ?F
18045,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
9515,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
18454,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
8420,statement_property,statement_property_2,(E pred F) prop ?value
7477,statement_property,statement_property_1,(E pred ?Obj ) prop value
11608,,3,
25838,center,1.1,E REF ?F
11710,,3,
12613,right-subgraph,1,E REF ?F . ?F RFG G
20487,simple question left,2,<?S P O ; ?S InstanceOf Type>
17858,left-subgraph,5,C RCD xD . xD RDE ?E
16166,left-subgraph,5,C RCD xD . xD RDE ?E
8044,statement_property,statement_property_1,(E pred ?Obj ) prop value
18847,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
9424,statement_property,statement_property_1,(E pred ?Obj ) prop value
21833,simple question left,2,<?S P O ; ?S InstanceOf Type>
14671,left-subgraph,5,C RCD xD . xD RDE ?E
27139,center,1.2,?D RDE E
12468,right-subgraph,1,E REF ?F . ?F RFG G
2137,statement_property,Count_2,Count ent (ent-pred-obj)
13861,right-subgraph,1,E REF ?F . ?F RFG G
6908,statement_property,statement_property_2,(E pred F) prop ?value
23293,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
27408,center,1.1,E REF ?F
565,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1 . ent-pred-obj2`)
10945,,2,
24828,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
1995,statement_property,Count_2,Count ent (ent-pred-obj)
5029,statement_property,statement_property_1,(E pred ?Obj ) prop value
18016,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
28643,center,1.1,E REF ?F
17345,left-subgraph,5,C RCD xD . xD RDE ?E
7311,statement_property,statement_property_1,(E pred ?Obj ) prop value
23584,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
24595,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
14064,right-subgraph,1,E REF ?F . ?F RFG G
28479,center,1.1,E REF ?F
16306,left-subgraph,5,C RCD xD . xD RDE ?E
5219,statement_property,statement_property_2,(E pred F) prop ?value
3533,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
5864,statement_property,statement_property_1,(E pred ?Obj ) prop value
29753,simple question right,1,<S P ?O ; ?O instanceOf Type>
29471,center,1.1,E REF ?F
2199,statement_property,Count_2,Count ent (ent-pred-obj)
16677,right-subgraph,2,E REF xF . xF RFG ?G
18911,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
17449,right-subgraph,2,E REF xF . xF RFG ?G
25235,string matching type + relation contains word,3,<?S P O ; ?S instanceOf Type ; contains word >
5378,statement_property,statement_property_1,(E pred ?Obj ) prop value
28033,center,1.1,E REF ?F
14662,right-subgraph,2,E REF xF . xF RFG ?G
9222,statement_property,statement_property_2,(E pred F) prop ?value
28160,center,1.1,E REF ?F
5308,statement_property,statement_property_2,(E pred F) prop ?value
20337,simple question left,2,<?S P O ; ?S InstanceOf Type>
4373,statement_property,statement_property_2,(E pred F) prop ?value
15999,left-subgraph,5,C RCD xD . xD RDE ?E
15909,right-subgraph,2,E REF xF . xF RFG ?G
2905,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
27340,center,1.1,E REF ?F
8103,statement_property,statement_property_2,(E pred F) prop ?value
23847,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
16268,left-subgraph,5,C RCD xD . xD RDE ?E
6053,statement_property,statement_property_1,(E pred ?Obj ) prop value
29269,center,1.1,E REF ?F
9903,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
2594,rank,Rank1,"?E is_a Type, ?E pred Obj  value. MAX/MIN (value)"
10632,,2,
7834,statement_property,statement_property_1,(E pred ?Obj ) prop value
29568,center,1.1,E REF ?F
2553,rank,Rank1,"?E is_a Type, ?E pred Obj  value. MAX/MIN (value)"
9852,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
11155,,3,
28732,center,1.1,E REF ?F
25362,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
9900,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
10238,,2,
4464,statement_property,statement_property_2,(E pred F) prop ?value
9957,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
16083,right-subgraph,2,E REF xF . xF RFG ?G
64,boolean one_hop right subgraph,1,Ask (ent-pred-obj`)
25617,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
19083,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
7210,statement_property,statement_property_2,(E pred F) prop ?value
4308,statement_property,statement_property_2,(E pred F) prop ?value
20827,simple question right,1,<S P ?O ; ?O instanceOf Type>
26953,center,1.2,?D RDE E
3702,statement_property,statement_property_2,(E pred F) prop ?value
26188,center,1.1,E REF ?F
8843,statement_property,statement_property_2,(E pred F) prop ?value
19637,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
27436,center,1.2,?D RDE E
13842,right-subgraph,1,E REF ?F . ?F RFG G
8082,statement_property,statement_property_2,(E pred F) prop ?value
6550,statement_property,statement_property_1,(E pred ?Obj ) prop value
4019,statement_property,statement_property_2,(E pred F) prop ?value
3524,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
21419,simple question right,1,<S P ?O ; ?O instanceOf Type>
4617,statement_property,statement_property_1,(E pred ?Obj ) prop value
3439,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
3976,statement_property,statement_property_1,(E pred ?Obj ) prop value
29086,center,1.1,E REF ?F
5190,statement_property,statement_property_1,(E pred ?Obj ) prop value
22519,simple question left,2,<?S P O ; ?S InstanceOf Type>
16644,right-subgraph,2,E REF xF . xF RFG ?G
17395,right-subgraph,2,E REF xF . xF RFG ?G
20450,simple question right,1,<S P ?O ; ?O instanceOf Type>
10596,,2,
1649,statement_property,Count_1,Count Obj (ent-pred-obj)
11009,,3,
13763,right-subgraph,1,E REF ?F . ?F RFG G
29465,center,1.1,E REF ?F
24299,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
23435,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
17669,right-subgraph,2,E REF xF . xF RFG ?G
26396,center,1.1,E REF ?F
7367,statement_property,statement_property_2,(E pred F) prop ?value
13594,right-subgraph,1,E REF ?F . ?F RFG G
13855,right-subgraph,1,E REF ?F . ?F RFG G
10806,,2,
5541,statement_property,statement_property_1,(E pred ?Obj ) prop value
22936,simple question left,2,<?S P O ; ?S InstanceOf Type>
19622,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
6769,statement_property,statement_property_2,(E pred F) prop ?value
15422,right-subgraph,2,E REF xF . xF RFG ?G
8370,statement_property,statement_property_2,(E pred F) prop ?value
27307,center,1.1,E REF ?F
30020,simple question left,2,<?S P O ; ?S InstanceOf Type>
4924,statement_property,statement_property_2,(E pred F) prop ?value
17025,right-subgraph,2,E REF xF . xF RFG ?G
10295,,2,
10922,,2,
29581,center,1.1,E REF ?F
15287,left-subgraph,5,C RCD xD . xD RDE ?E
24023,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
13369,right-subgraph,1,E REF ?F . ?F RFG G
5692,statement_property,statement_property_1,(E pred ?Obj ) prop value
29298,center,1.1,E REF ?F
20147,simple question right,1,<S P ?O ; ?O instanceOf Type>
3919,statement_property,statement_property_2,(E pred F) prop ?value
7536,statement_property,statement_property_2,(E pred F) prop ?value
2961,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
11062,,3,
15401,left-subgraph,5,C RCD xD . xD RDE ?E
12337,right-subgraph,1,E REF ?F . ?F RFG G
5724,statement_property,statement_property_2,(E pred F) prop ?value
5615,statement_property,statement_property_1,(E pred ?Obj ) prop value
6383,statement_property,statement_property_1,(E pred ?Obj ) prop value
28650,center,1.1,E REF ?F
2627,rank,Rank1,"?E is_a Type, ?E pred Obj  value. MAX/MIN (value)"
18330,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
13043,right-subgraph,1,E REF ?F . ?F RFG G
29340,center,1.2,?D RDE E
13810,right-subgraph,1,E REF ?F . ?F RFG G
5056,statement_property,statement_property_2,(E pred F) prop ?value
6344,statement_property,statement_property_1,(E pred ?Obj ) prop value
29610,center,1.1,E REF ?F
29143,center,1.1,E REF ?F
17188,right-subgraph,2,E REF xF . xF RFG ?G
23816,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
24154,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
26781,center,1.1,E REF ?F
16093,left-subgraph,5,C RCD xD . xD RDE ?E
10265,,2,
27921,center,1.1,E REF ?F
29783,simple question right,1,<S P ?O ; ?O instanceOf Type>
2810,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
16225,left-subgraph,5,C RCD xD . xD RDE ?E
10422,,2,
29322,center,1.1,E REF ?F
11059,,3,
8821,statement_property,statement_property_1,(E pred ?Obj ) prop value
24209,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
25899,center,1.1,E REF ?F
26043,center,1.1,E REF ?F
25608,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
24429,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
9488,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
15214,left-subgraph,5,C RCD xD . xD RDE ?E
429,boolean one_hop right subgraph,1,Ask (ent-pred-obj)
23116,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
23664,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
406,boolean one_hop right subgraph,1,Ask (ent-pred-obj)
4653,statement_property,statement_property_1,(E pred ?Obj ) prop value
26941,center,1.1,E REF ?F
3735,statement_property,statement_property_1,(E pred ?Obj ) prop value
11114,,3,
23674,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
14366,right-subgraph,2,E REF xF . xF RFG ?G
6073,statement_property,statement_property_1,(E pred ?Obj ) prop value
966,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1 . ent-pred-obj2`)
10830,,2,
23250,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
20111,simple question left,2,<?S P O ; ?S InstanceOf Type>
24918,string matching type + relation contains word,3,<?S P O ; ?S instanceOf Type ; contains word >
1532,statement_property,Count_1,Count Obj (ent-pred-obj)
28207,center,1.1,E REF ?F
20206,simple question left,2,<?S P O ; ?S InstanceOf Type>
15081,left-subgraph,5,C RCD xD . xD RDE ?E
25735,center,1.2,?D RDE E
14158,right-subgraph,1,E REF ?F . ?F RFG G
22598,simple question left,2,<?S P O ; ?S InstanceOf Type>
26168,center,1.1,E REF ?F
9065,statement_property,statement_property_1,(E pred ?Obj ) prop value
26403,center,1.1,E REF ?F
1158,statement_property,Count_1,Count Obj (ent-pred-obj)
21067,simple question right,1,<S P ?O ; ?O instanceOf Type>
27949,center,1.1,E REF ?F
8528,statement_property,statement_property_2,(E pred F) prop ?value
1692,statement_property,Count_2,Count ent (ent-pred-obj)
7461,statement_property,statement_property_2,(E pred F) prop ?value
9766,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
14579,right-subgraph,2,E REF xF . xF RFG ?G
6727,statement_property,statement_property_1,(E pred ?Obj ) prop value
17733,left-subgraph,5,C RCD xD . xD RDE ?E
10992,,2,
22990,simple question left,2,<?S P O ; ?S InstanceOf Type>
22766,simple question left,2,<?S P O ; ?S InstanceOf Type>
30070,simple question right,1,<S P ?O ; ?O instanceOf Type>
28284,center,1.1,E REF ?F
2484,rank,Rank1,"?E is_a Type, ?E pred Obj  value. MAX/MIN (value)"
7556,statement_property,statement_property_1,(E pred ?Obj ) prop value
28208,center,1.1,E REF ?F
28078,center,1.2,?D RDE E
28738,center,1.1,E REF ?F
11374,,3,
19443,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
22749,simple question left,2,<?S P O ; ?S InstanceOf Type>
8827,statement_property,statement_property_1,(E pred ?Obj ) prop value
27046,center,1.1,E REF ?F
13510,right-subgraph,1,E REF ?F . ?F RFG G
6967,statement_property,statement_property_2,(E pred F) prop ?value
20112,simple question left,2,<?S P O ; ?S InstanceOf Type>
12134,right-subgraph,1,E REF ?F . ?F RFG G
19723,simple question left,2,<?S P O ; ?S InstanceOf Type>
23845,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
9517,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
21057,simple question right,1,<S P ?O ; ?O instanceOf Type>
19559,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
25996,center,1.2,?D RDE E
17793,right-subgraph,2,E REF xF . xF RFG ?G
27667,center,1.1,E REF ?F
10001,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
3550,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
11829,right-subgraph,1,E REF ?F . ?F RFG G
11892,right-subgraph,1,E REF ?F . ?F RFG G
15299,left-subgraph,5,C RCD xD . xD RDE ?E
5336,statement_property,statement_property_2,(E pred F) prop ?value
23766,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
12518,right-subgraph,1,E REF ?F . ?F RFG G
23538,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
22543,simple question left,2,<?S P O ; ?S InstanceOf Type>
14341,right-subgraph,2,E REF xF . xF RFG ?G
3790,statement_property,statement_property_2,(E pred F) prop ?value
6663,statement_property,statement_property_2,(E pred F) prop ?value
19180,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
6434,statement_property,statement_property_1,(E pred ?Obj ) prop value
23953,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
15631,right-subgraph,2,E REF xF . xF RFG ?G
